gene_id	gene_name	condition	normalized_count	sem_normalized_count	raw_count	n_cells	n_samples	plot_expression
Gm28826	Gm28826	resting	0.0	0.0	0.0	608	3	1.0
C230029F24Rik	C230029F24Rik	resting	0.0	0.0	0.0	608	3	1.0
4933411E06Rik	4933411E06Rik	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Gm29665	Gm29665	resting	0.0	0.0	0.0	608	3	1.0
Gm28321	Gm28321	resting	0.0	0.0	0.0	608	3	1.0
Tmeff2	Tmeff2	resting	0.0	0.0	0.0	608	3	1.0
Gm28322	Gm28322	resting	0.0	0.0	0.0	608	3	1.0
Gm28319	Gm28319	resting	0.0	0.0	0.0	608	3	1.0
Gm28320	Gm28320	resting	0.0	0.0	0.0	608	3	1.0
Gm29325	Gm29325	resting	0.0	0.0	0.0	608	3	1.0
9330175M20Rik	9330175M20Rik	resting	0.0	0.0	0.0	608	3	1.0
Cavin2	Cavin2	resting	0.16969331666266188	0.1696933166626619	1.0	608	3	1.169693316662662
1700072G22Rik	1700072G22Rik	resting	0.0	0.0	0.0	608	3	1.0
Nabp1	Nabp1	resting	66.55823208528783	12.664856950871977	295.0	608	3	67.55823208528783
Gm17767	Gm17767	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Gm28055	Gm28055	resting	0.0	0.0	0.0	608	3	1.0
Myo1b	Myo1b	resting	0.0	0.0	0.0	608	3	1.0
Gm29453	Gm29453	resting	0.0	0.0	0.0	608	3	1.0
Gm28323	Gm28323	resting	0.0	0.0	0.0	608	3	1.0
Stat4	Stat4	resting	87.22296457511173	22.390763044723812	363.0	608	3	88.22296457511173
Gm31812	Gm31812	resting	0.7480148471250315	0.48713467106191893	2.0	608	3	1.7480148471250314
